timestamp,elapsed_sec,backend_cpu_pct,backend_mem_mb,postgres_cpu_pct,postgres_mem_mb,db_connections,db_active,db_idle_in_txn,max_query_sec,wait_events
2026-08-25T20:24:30,180,1.58,248.9,3.93,97.2,11,1,0,0.0,running:1
2026-08-25T20:24:38,188,2.03,248.8,6.77,97.7,11,1,0,0.0,running:1
2026-08-25T20:24:45,195,1.91,248.9,5.46,97.9,11,1,0,0.0,running:1
2026-08-25T20:24:53,203,1.79,248.6,4.88,97.6,11,1,0,0.0,running:1
2026-08-25T20:25:00,210,1.97,248.5,6.88,98.5,11,1,0,0.0,running:1
2026-08-25T20:25:08,218,1.58,247.9,6.00,97.4,11,1,0,0.0,running:1
2026-08-25T20:25:15,225,53.59,248.4,4.00,97.6,11,1,0,0.0,running:1
2026-08-25T20:25:23,233,0.89,248.8,1.47,97.8,11,1,0,0.0,running:1
2026-08-25T20:25:31,240,1.91,248.9,7.20,98.6,11,1,0,0.0,running:1
2026-08-25T20:25:38,248,3.03,249.3,10.01,98.5,11,1,0,0.0,running:1
2026-08-25T20:25:45,255,3.54,249.5,14.52,97.7,11,2,0,0.0,running:2
2026-08-25T20:25:53,263,4.85,249.9,14.68,96.5,11,1,0,0.0,running:1
2026-08-25T20:26:00,270,5.65,249.7,20.83,95.2,11,1,0,0.0,running:1
2026-08-25T20:26:08,278,6.62,249.9,18.86,94.7,11,1,0,0.0,running:1
2026-08-25T20:26:15,285,6.40,250.7,16.95,93.4,11,1,0,0.0,running:1
2026-08-25T20:26:23,293,7.13,250.5,26.73,93.3,11,1,0,0.0,running:1
2026-08-25T20:26:31,300,7.32,251.2,29.12,93.6,11,1,0,0.0,running:1
2026-08-25T20:26:38,308,9.23,250.9,27.60,92.6,11,1,0,0.0,running:1
2026-08-25T20:26:45,315,10.04,251.2,37.61,94.8,11,1,0,0.0,running:1
2026-08-25T20:26:53,323,9.52,251.8,35.99,96.5,11,1,0,0.0,running:1
2026-08-25T20:27:00,330,10.36,252.5,39.69,97.8,11,1,0,0.0,running:1
2026-08-25T20:27:08,338,10.75,254,42.16,101,11,4,0,0.0,running:4
2026-08-25T20:27:15,345,11.67,254,47.65,100.1,11,5,0,0.0,Client:1 running:4
2026-08-25T20:27:23,353,13.50,254.3,47.30,100.8,11,1,0,0.0,running:1
2026-08-25T20:27:31,360,14.03,253.9,47.53,101.3,11,1,0,0.0,running:1
2026-08-25T20:27:38,368,13.62,254.2,47.95,101.5,11,2,0,0.0,running:2
2026-08-25T20:27:45,375,15.41,254.8,52.53,101.1,11,1,0,0.0,running:1
2026-08-25T20:27:53,383,15.28,253.8,58.42,101.2,11,1,0,0.0,running:1
2026-08-25T20:28:01,390,16.08,254.7,64.95,102.6,11,1,0,0.0,running:1
2026-08-25T20:28:08,398,17.46,254,59.12,102.5,11,1,0,0.0,running:1
2026-08-25T20:28:15,405,18.74,254.5,67.93,102.8,11,1,0,0.0,running:1
2026-08-25T20:28:23,413,16.71,254.6,67.99,102.4,11,1,0,0.0,running:1
2026-08-25T20:28:31,420,18.82,255,61.77,102.5,11,2,0,0.0,running:2
2026-08-25T20:28:38,428,20.16,255,77.17,102.6,11,3,0,0.0,running:3
2026-08-25T20:28:45,435,19.66,254.2,76.62,102.7,11,2,0,0.0,running:2
2026-08-25T20:28:53,443,19.98,254.8,79.90,102.7,11,1,0,0.0,running:1
2026-08-25T20:29:01,450,20.37,254.6,79.84,103,11,1,0,0.0,running:1
2026-08-25T20:29:08,458,20.14,254.7,77.95,102.6,11,2,0,0.0,running:2
2026-08-25T20:29:15,465,22.35,254.9,83.51,101.2,11,3,0,0.0,running:3
2026-08-25T20:29:23,473,27.73,254.6,95.10,101,11,3,0,0.0,running:3
2026-08-25T20:29:31,480,22.50,254.8,89.20,101.1,11,4,0,0.0,running:4
2026-08-25T20:29:38,488,24.60,254.9,97.22,101.5,11,4,0,0.0,running:4
2026-08-25T20:29:45,495,28.97,254.9,94.75,101,11,2,0,0.0,Client:1 running:1
2026-08-25T20:29:53,503,28.88,254.8,97.37,101.5,11,1,0,0.0,running:1
2026-08-25T20:30:01,511,27.66,255.4,105.60,101.4,11,1,0,0.0,running:1
2026-08-25T20:30:08,518,26.22,255.3,97.34,102.2,11,2,0,0.0,running:2
2026-08-25T20:30:15,525,28.44,255.2,113.83,102.3,11,4,0,0.0,running:4
2026-08-25T20:30:23,533,28.39,254.9,128.54,102.9,11,2,0,0.0,running:2
2026-08-25T20:30:31,541,36.49,255.4,126.85,102.2,11,4,0,0.0,running:4
2026-08-25T20:30:39,548,47.10,262.6,173.38,103.9,11,1,0,0.0,running:1
2026-08-25T20:30:46,555,32.31,264.5,140.93,102.3,11,5,0,0.0,running:5
2026-08-25T20:30:53,563,32.50,265.6,123.80,102.4,11,1,0,0.0,running:1
2026-08-25T20:31:01,571,32.64,265.9,136.57,103.3,11,1,0,0.0,running:1
2026-08-25T20:31:09,578,34.22,267,131.33,102.7,11,1,0,0.0,running:1
2026-08-25T20:31:15,585,35.50,267.1,166.00,103.3,11,6,0,0.0,running:6
2026-08-25T20:31:23,593,32.64,268.5,111.17,102.7,11,3,0,0.0,running:3
2026-08-25T20:31:31,601,23.89,268.2,78.67,103.1,11,5,0,0.0,running:5
2026-08-25T20:31:39,608,15.22,269.7,58.30,102.4,11,3,0,0.0,running:3
2026-08-25T20:31:46,615,9.64,268.9,37.56,102.6,11,1,0,0.0,running:1
2026-08-25T20:31:53,623,6.62,269.2,20.35,102.7,11,1,0,0.0,running:1
2026-08-25T20:32:01,631,6.07,268.9,23.24,101.9,11,1,0,0.0,running:1
2026-08-25T20:32:08,638,6.56,268.5,20.83,101.5,11,1,0,0.0,running:1
2026-08-25T20:32:16,645,7.85,268.5,30.48,102.3,11,1,0,0.0,running:1
2026-08-25T20:32:23,653,7.36,269.3,24.45,102.3,11,1,0,0.0,running:1
2026-08-25T20:32:31,661,6.75,268.9,26.42,101.4,11,1,0,0.0,running:1
